image_name,category,file_size,path
battery_1.jpg,battery,17329,standardized_256\battery\battery_1.jpg
battery_10.jpg,battery,24174,standardized_256\battery\battery_10.jpg
battery_100.jpg,battery,24998,standardized_256\battery\battery_100.jpg
battery_101.jpg,battery,12403,standardized_256\battery\battery_101.jpg
battery_102.jpg,battery,9436,standardized_256\battery\battery_102.jpg
battery_103.jpg,battery,11709,standardized_256\battery\battery_103.jpg
battery_104.jpg,battery,18227,standardized_256\battery\battery_104.jpg
battery_105.jpg,battery,10421,standardized_256\battery\battery_105.jpg
battery_106.jpg,battery,19720,standardized_256\battery\battery_106.jpg
battery_107.jpg,battery,14957,standardized_256\battery\battery_107.jpg
battery_108.jpg,battery,26055,standardized_256\battery\battery_108.jpg
battery_109.jpg,battery,25638,standardized_256\battery\battery_109.jpg
battery_11.jpg,battery,16421,standardized_256\battery\battery_11.jpg
battery_110.jpg,battery,18947,standardized_256\battery\battery_110.jpg
battery_111.jpg,battery,14568,standardized_256\battery\battery_111.jpg
battery_112.jpg,battery,11958,standardized_256\battery\battery_112.jpg
battery_113.jpg,battery,20114,standardized_256\battery\battery_113.jpg
battery_114.jpg,battery,9171,standardized_256\battery\battery_114.jpg
battery_115.jpg,battery,12900,standardized_256\battery\battery_115.jpg
battery_116.jpg,battery,14434,standardized_256\battery\battery_116.jpg
battery_117.jpg,battery,10358,standardized_256\battery\battery_117.jpg
battery_118.jpg,battery,15455,standardized_256\battery\battery_118.jpg
battery_119.jpg,battery,29094,standardized_256\battery\battery_119.jpg
battery_12.jpg,battery,17710,standardized_256\battery\battery_12.jpg
battery_120.jpg,battery,9723,standardized_256\battery\battery_120.jpg
battery_121.jpg,battery,11690,standardized_256\battery\battery_121.jpg
battery_122.jpg,battery,24274,standardized_256\battery\battery_122.jpg
battery_123.jpg,battery,15879,standardized_256\battery\battery_123.jpg
battery_124.jpg,battery,19626,standardized_256\battery\battery_124.jpg
battery_125.jpg,battery,24134,standardized_256\battery\battery_125.jpg
battery_126.jpg,battery,18430,standardized_256\battery\battery_126.jpg
battery_127.jpg,battery,9987,standardized_256\battery\battery_127.jpg
battery_128.jpg,battery,9089,standardized_256\battery\battery_128.jpg
battery_129.jpg,battery,17847,standardized_256\battery\battery_129.jpg
battery_13.jpg,battery,19130,standardized_256\battery\battery_13.jpg
battery_130.jpg,battery,17895,standardized_256\battery\battery_130.jpg
battery_131.jpg,battery,16147,standardized_256\battery\battery_131.jpg
battery_132.jpg,battery,18949,standardized_256\battery\battery_132.jpg
battery_133.jpg,battery,25841,standardized_256\battery\battery_133.jpg
battery_134.jpg,battery,16536,standardized_256\battery\battery_134.jpg
battery_135.jpg,battery,15168,standardized_256\battery\battery_135.jpg
battery_136.jpg,battery,9990,standardized_256\battery\battery_136.jpg
battery_137.jpg,battery,13122,standardized_256\battery\battery_137.jpg
battery_138.jpg,battery,12035,standardized_256\battery\battery_138.jpg
battery_139.jpg,battery,11562,standardized_256\battery\battery_139.jpg
battery_14.jpg,battery,15966,standardized_256\battery\battery_14.jpg
battery_140.jpg,battery,20474,standardized_256\battery\battery_140.jpg
battery_141.jpg,battery,14965,standardized_256\battery\battery_141.jpg
battery_142.jpg,battery,23193,standardized_256\battery\battery_142.jpg
battery_143.jpg,battery,15809,standardized_256\battery\battery_143.jpg
battery_144.jpg,battery,19312,standardized_256\battery\battery_144.jpg
battery_145.jpg,battery,12896,standardized_256\battery\battery_145.jpg
battery_146.jpg,battery,20547,standardized_256\battery\battery_146.jpg
battery_147.jpg,battery,31149,standardized_256\battery\battery_147.jpg
battery_148.jpg,battery,12538,standardized_256\battery\battery_148.jpg
battery_149.jpg,battery,8278,standardized_256\battery\battery_149.jpg
battery_15.jpg,battery,36235,standardized_256\battery\battery_15.jpg
battery_150.jpg,battery,7620,standardized_256\battery\battery_150.jpg
battery_151.jpg,battery,16099,standardized_256\battery\battery_151.jpg
battery_152.jpg,battery,10229,standardized_256\battery\battery_152.jpg
battery_153.jpg,battery,23834,standardized_256\battery\battery_153.jpg
battery_154.jpg,battery,14378,standardized_256\battery\battery_154.jpg
battery_155.jpg,battery,10871,standardized_256\battery\battery_155.jpg
battery_156.jpg,battery,10587,standardized_256\battery\battery_156.jpg
battery_157.jpg,battery,15727,standardized_256\battery\battery_157.jpg
battery_158.jpg,battery,20253,standardized_256\battery\battery_158.jpg
battery_159.jpg,battery,36716,standardized_256\battery\battery_159.jpg
battery_16.jpg,battery,18387,standardized_256\battery\battery_16.jpg
battery_160.jpg,battery,28788,standardized_256\battery\battery_160.jpg
battery_161.jpg,battery,8463,standardized_256\battery\battery_161.jpg
battery_162.jpg,battery,23732,standardized_256\battery\battery_162.jpg
battery_163.jpg,battery,11183,standardized_256\battery\battery_163.jpg
battery_164.jpg,battery,12991,standardized_256\battery\battery_164.jpg
battery_165.jpg,battery,19548,standardized_256\battery\battery_165.jpg
battery_166.jpg,battery,17393,standardized_256\battery\battery_166.jpg
battery_167.jpg,battery,10138,standardized_256\battery\battery_167.jpg
battery_168.jpg,battery,15685,standardized_256\battery\battery_168.jpg
battery_169.jpg,battery,12200,standardized_256\battery\battery_169.jpg
battery_17.jpg,battery,10707,standardized_256\battery\battery_17.jpg
battery_170.jpg,battery,15434,standardized_256\battery\battery_170.jpg
battery_171.jpg,battery,19192,standardized_256\battery\battery_171.jpg
battery_172.jpg,battery,24250,standardized_256\battery\battery_172.jpg
battery_173.jpg,battery,12704,standardized_256\battery\battery_173.jpg
battery_174.jpg,battery,18864,standardized_256\battery\battery_174.jpg
battery_175.jpg,battery,24451,standardized_256\battery\battery_175.jpg
battery_176.jpg,battery,13058,standardized_256\battery\battery_176.jpg
battery_177.jpg,battery,6289,standardized_256\battery\battery_177.jpg
battery_178.jpg,battery,16709,standardized_256\battery\battery_178.jpg
battery_179.jpg,battery,7870,standardized_256\battery\battery_179.jpg
battery_18.jpg,battery,12610,standardized_256\battery\battery_18.jpg
battery_180.jpg,battery,15670,standardized_256\battery\battery_180.jpg
battery_181.jpg,battery,7772,standardized_256\battery\battery_181.jpg
battery_182.jpg,battery,8671,standardized_256\battery\battery_182.jpg
battery_183.jpg,battery,10599,standardized_256\battery\battery_183.jpg
battery_184.jpg,battery,16007,standardized_256\battery\battery_184.jpg
battery_185.jpg,battery,18145,standardized_256\battery\battery_185.jpg
battery_186.jpg,battery,9063,standardized_256\battery\battery_186.jpg
battery_187.jpg,battery,8519,standardized_256\battery\battery_187.jpg
battery_188.jpg,battery,9522,standardized_256\battery\battery_188.jpg
battery_189.jpg,battery,13508,standardized_256\battery\battery_189.jpg
battery_19.jpg,battery,28098,standardized_256\battery\battery_19.jpg
battery_190.jpg,battery,11735,standardized_256\battery\battery_190.jpg
battery_191.jpg,battery,24386,standardized_256\battery\battery_191.jpg
battery_192.jpg,battery,14920,standardized_256\battery\battery_192.jpg
battery_193.jpg,battery,25287,standardized_256\battery\battery_193.jpg
battery_194.jpg,battery,20842,standardized_256\battery\battery_194.jpg
battery_195.jpg,battery,16434,standardized_256\battery\battery_195.jpg
battery_196.jpg,battery,15976,standardized_256\battery\battery_196.jpg
battery_197.jpg,battery,9758,standardized_256\battery\battery_197.jpg
battery_198.jpg,battery,19624,standardized_256\battery\battery_198.jpg
battery_199.jpg,battery,12981,standardized_256\battery\battery_199.jpg
battery_2.jpg,battery,22419,standardized_256\battery\battery_2.jpg
battery_20.jpg,battery,12121,standardized_256\battery\battery_20.jpg
battery_200.jpg,battery,7982,standardized_256\battery\battery_200.jpg
battery_201.jpg,battery,19857,standardized_256\battery\battery_201.jpg
battery_202.jpg,battery,14117,standardized_256\battery\battery_202.jpg
battery_203.jpg,battery,16808,standardized_256\battery\battery_203.jpg
battery_204.jpg,battery,10927,standardized_256\battery\battery_204.jpg
battery_205.jpg,battery,24267,standardized_256\battery\battery_205.jpg
battery_206.jpg,battery,14820,standardized_256\battery\battery_206.jpg
battery_207.jpg,battery,24130,standardized_256\battery\battery_207.jpg
battery_208.jpg,battery,18995,standardized_256\battery\battery_208.jpg
battery_209.jpg,battery,19526,standardized_256\battery\battery_209.jpg
battery_21.jpg,battery,20485,standardized_256\battery\battery_21.jpg
battery_210.jpg,battery,14175,standardized_256\battery\battery_210.jpg
battery_211.jpg,battery,12308,standardized_256\battery\battery_211.jpg
battery_212.jpg,battery,12551,standardized_256\battery\battery_212.jpg
battery_213.jpg,battery,16814,standardized_256\battery\battery_213.jpg
battery_214.jpg,battery,9303,standardized_256\battery\battery_214.jpg
battery_215.jpg,battery,15002,standardized_256\battery\battery_215.jpg
battery_216.jpg,battery,18418,standardized_256\battery\battery_216.jpg
battery_217.jpg,battery,5957,standardized_256\battery\battery_217.jpg
battery_218.jpg,battery,19172,standardized_256\battery\battery_218.jpg
battery_219.jpg,battery,11953,standardized_256\battery\battery_219.jpg
battery_22.jpg,battery,7882,standardized_256\battery\battery_22.jpg
battery_220.jpg,battery,19843,standardized_256\battery\battery_220.jpg
battery_221.jpg,battery,13005,standardized_256\battery\battery_221.jpg
battery_222.jpg,battery,9434,standardized_256\battery\battery_222.jpg
battery_223.jpg,battery,21561,standardized_256\battery\battery_223.jpg
battery_224.jpg,battery,13402,standardized_256\battery\battery_224.jpg
battery_225.jpg,battery,14917,standardized_256\battery\battery_225.jpg
battery_226.jpg,battery,9195,standardized_256\battery\battery_226.jpg
battery_227.jpg,battery,6660,standardized_256\battery\battery_227.jpg
battery_228.jpg,battery,22243,standardized_256\battery\battery_228.jpg
battery_229.jpg,battery,7693,standardized_256\battery\battery_229.jpg
battery_23.jpg,battery,16394,standardized_256\battery\battery_23.jpg
battery_230.jpg,battery,17763,standardized_256\battery\battery_230.jpg
battery_231.jpg,battery,23596,standardized_256\battery\battery_231.jpg
battery_232.jpg,battery,11639,standardized_256\battery\battery_232.jpg
battery_233.jpg,battery,12930,standardized_256\battery\battery_233.jpg
battery_234.jpg,battery,16551,standardized_256\battery\battery_234.jpg
battery_235.jpg,battery,14764,standardized_256\battery\battery_235.jpg
battery_236.jpg,battery,21080,standardized_256\battery\battery_236.jpg
battery_237.jpg,battery,16232,standardized_256\battery\battery_237.jpg
battery_238.jpg,battery,13026,standardized_256\battery\battery_238.jpg
battery_239.jpg,battery,12758,standardized_256\battery\battery_239.jpg
battery_24.jpg,battery,26433,standardized_256\battery\battery_24.jpg
battery_240.jpg,battery,6338,standardized_256\battery\battery_240.jpg
battery_241.jpg,battery,16825,standardized_256\battery\battery_241.jpg
battery_242.jpg,battery,20064,standardized_256\battery\battery_242.jpg
battery_243.jpg,battery,17131,standardized_256\battery\battery_243.jpg
battery_244.jpg,battery,14818,standardized_256\battery\battery_244.jpg
battery_245.jpg,battery,11801,standardized_256\battery\battery_245.jpg
battery_246.jpg,battery,14696,standardized_256\battery\battery_246.jpg
battery_247.jpg,battery,12804,standardized_256\battery\battery_247.jpg
battery_248.jpg,battery,12662,standardized_256\battery\battery_248.jpg
battery_249.jpg,battery,11888,standardized_256\battery\battery_249.jpg
battery_25.jpg,battery,20018,standardized_256\battery\battery_25.jpg
battery_250.jpg,battery,13240,standardized_256\battery\battery_250.jpg
battery_251.jpg,battery,18625,standardized_256\battery\battery_251.jpg
battery_252.jpg,battery,18136,standardized_256\battery\battery_252.jpg
battery_253.jpg,battery,15856,standardized_256\battery\battery_253.jpg
battery_254.jpg,battery,21676,standardized_256\battery\battery_254.jpg
battery_255.jpg,battery,26523,standardized_256\battery\battery_255.jpg
battery_256.jpg,battery,13915,standardized_256\battery\battery_256.jpg
battery_257.jpg,battery,9675,standardized_256\battery\battery_257.jpg
battery_258.jpg,battery,14944,standardized_256\battery\battery_258.jpg
battery_259.jpg,battery,14694,standardized_256\battery\battery_259.jpg
battery_26.jpg,battery,14916,standardized_256\battery\battery_26.jpg
battery_260.jpg,battery,20098,standardized_256\battery\battery_260.jpg
battery_261.jpg,battery,10416,standardized_256\battery\battery_261.jpg
battery_262.jpg,battery,15962,standardized_256\battery\battery_262.jpg
battery_263.jpg,battery,10348,standardized_256\battery\battery_263.jpg
battery_264.jpg,battery,23810,standardized_256\battery\battery_264.jpg
battery_265.jpg,battery,13635,standardized_256\battery\battery_265.jpg
battery_266.jpg,battery,21712,standardized_256\battery\battery_266.jpg
battery_267.jpg,battery,16067,standardized_256\battery\battery_267.jpg
battery_268.jpg,battery,17583,standardized_256\battery\battery_268.jpg
battery_269.jpg,battery,14631,standardized_256\battery\battery_269.jpg
battery_27.jpg,battery,16835,standardized_256\battery\battery_27.jpg
battery_270.jpg,battery,30979,standardized_256\battery\battery_270.jpg
battery_271.jpg,battery,17966,standardized_256\battery\battery_271.jpg
battery_272.jpg,battery,12656,standardized_256\battery\battery_272.jpg
battery_273.jpg,battery,17654,standardized_256\battery\battery_273.jpg
battery_274.jpg,battery,12485,standardized_256\battery\battery_274.jpg
battery_275.jpg,battery,17788,standardized_256\battery\battery_275.jpg
battery_276.jpg,battery,11873,standardized_256\battery\battery_276.jpg
battery_277.jpg,battery,26041,standardized_256\battery\battery_277.jpg
battery_278.jpg,battery,17635,standardized_256\battery\battery_278.jpg
battery_279.jpg,battery,19370,standardized_256\battery\battery_279.jpg
battery_28.jpg,battery,18695,standardized_256\battery\battery_28.jpg
battery_280.jpg,battery,26569,standardized_256\battery\battery_280.jpg
battery_281.jpg,battery,13496,standardized_256\battery\battery_281.jpg
battery_282.jpg,battery,16081,standardized_256\battery\battery_282.jpg
battery_283.jpg,battery,32778,standardized_256\battery\battery_283.jpg
battery_284.jpg,battery,16621,standardized_256\battery\battery_284.jpg
battery_285.jpg,battery,10099,standardized_256\battery\battery_285.jpg
battery_286.jpg,battery,8161,standardized_256\battery\battery_286.jpg
battery_287.jpg,battery,9463,standardized_256\battery\battery_287.jpg
battery_288.jpg,battery,13273,standardized_256\battery\battery_288.jpg
battery_289.jpg,battery,4780,standardized_256\battery\battery_289.jpg
battery_29.jpg,battery,15685,standardized_256\battery\battery_29.jpg
battery_290.jpg,battery,13918,standardized_256\battery\battery_290.jpg
battery_291.jpg,battery,22692,standardized_256\battery\battery_291.jpg
battery_292.jpg,battery,12196,standardized_256\battery\battery_292.jpg
battery_293.jpg,battery,27206,standardized_256\battery\battery_293.jpg
battery_294.jpg,battery,17700,standardized_256\battery\battery_294.jpg
battery_295.jpg,battery,19846,standardized_256\battery\battery_295.jpg
battery_296.jpg,battery,10360,standardized_256\battery\battery_296.jpg
battery_297.jpg,battery,23413,standardized_256\battery\battery_297.jpg
battery_298.jpg,battery,12206,standardized_256\battery\battery_298.jpg
battery_299.jpg,battery,11328,standardized_256\battery\battery_299.jpg
battery_3.jpg,battery,16840,standardized_256\battery\battery_3.jpg
battery_30.jpg,battery,14915,standardized_256\battery\battery_30.jpg
battery_300.jpg,battery,12300,standardized_256\battery\battery_300.jpg
battery_301.jpg,battery,10809,standardized_256\battery\battery_301.jpg
battery_302.jpg,battery,17234,standardized_256\battery\battery_302.jpg
battery_303.jpg,battery,10141,standardized_256\battery\battery_303.jpg
battery_304.jpg,battery,8875,standardized_256\battery\battery_304.jpg
battery_305.jpg,battery,19615,standardized_256\battery\battery_305.jpg
battery_306.jpg,battery,8129,standardized_256\battery\battery_306.jpg
battery_307.jpg,battery,28796,standardized_256\battery\battery_307.jpg
battery_308.jpg,battery,9078,standardized_256\battery\battery_308.jpg
battery_309.jpg,battery,10131,standardized_256\battery\battery_309.jpg
battery_31.jpg,battery,19392,standardized_256\battery\battery_31.jpg
battery_310.jpg,battery,12881,standardized_256\battery\battery_310.jpg
battery_311.jpg,battery,13209,standardized_256\battery\battery_311.jpg
battery_312.jpg,battery,12178,standardized_256\battery\battery_312.jpg
battery_313.jpg,battery,14573,standardized_256\battery\battery_313.jpg
battery_314.jpg,battery,13411,standardized_256\battery\battery_314.jpg
battery_315.jpg,battery,15457,standardized_256\battery\battery_315.jpg
battery_316.jpg,battery,14477,standardized_256\battery\battery_316.jpg
battery_317.jpg,battery,9311,standardized_256\battery\battery_317.jpg
battery_318.jpg,battery,10111,standardized_256\battery\battery_318.jpg
battery_319.jpg,battery,15159,standardized_256\battery\battery_319.jpg
battery_32.jpg,battery,14831,standardized_256\battery\battery_32.jpg
battery_320.jpg,battery,13618,standardized_256\battery\battery_320.jpg
battery_321.jpg,battery,9186,standardized_256\battery\battery_321.jpg
battery_322.jpg,battery,20145,standardized_256\battery\battery_322.jpg
battery_323.jpg,battery,16090,standardized_256\battery\battery_323.jpg
battery_324.jpg,battery,19110,standardized_256\battery\battery_324.jpg
battery_325.jpg,battery,12069,standardized_256\battery\battery_325.jpg
battery_326.jpg,battery,20301,standardized_256\battery\battery_326.jpg
battery_327.jpg,battery,27236,standardized_256\battery\battery_327.jpg
battery_328.jpg,battery,35279,standardized_256\battery\battery_328.jpg
battery_329.jpg,battery,11933,standardized_256\battery\battery_329.jpg
battery_33.jpg,battery,15854,standardized_256\battery\battery_33.jpg
battery_330.jpg,battery,14718,standardized_256\battery\battery_330.jpg
battery_331.jpg,battery,20222,standardized_256\battery\battery_331.jpg
battery_332.jpg,battery,15658,standardized_256\battery\battery_332.jpg
battery_333.jpg,battery,7874,standardized_256\battery\battery_333.jpg
battery_334.jpg,battery,17962,standardized_256\battery\battery_334.jpg
battery_335.jpg,battery,19002,standardized_256\battery\battery_335.jpg
battery_336.jpg,battery,12385,standardized_256\battery\battery_336.jpg
battery_337.jpg,battery,15747,standardized_256\battery\battery_337.jpg
battery_338.jpg,battery,19320,standardized_256\battery\battery_338.jpg
battery_339.jpg,battery,15802,standardized_256\battery\battery_339.jpg
battery_34.jpg,battery,6326,standardized_256\battery\battery_34.jpg
battery_340.jpg,battery,24946,standardized_256\battery\battery_340.jpg
battery_341.jpg,battery,16619,standardized_256\battery\battery_341.jpg
battery_342.jpg,battery,29901,standardized_256\battery\battery_342.jpg
battery_343.jpg,battery,10568,standardized_256\battery\battery_343.jpg
battery_344.jpg,battery,9638,standardized_256\battery\battery_344.jpg
battery_345.jpg,battery,16530,standardized_256\battery\battery_345.jpg
battery_346.jpg,battery,24537,standardized_256\battery\battery_346.jpg
battery_347.jpg,battery,22378,standardized_256\battery\battery_347.jpg
battery_348.jpg,battery,37143,standardized_256\battery\battery_348.jpg
battery_349.jpg,battery,15988,standardized_256\battery\battery_349.jpg
battery_35.jpg,battery,7789,standardized_256\battery\battery_35.jpg
battery_350.jpg,battery,9482,standardized_256\battery\battery_350.jpg
battery_351.jpg,battery,19129,standardized_256\battery\battery_351.jpg
battery_352.jpg,battery,13200,standardized_256\battery\battery_352.jpg
battery_353.jpg,battery,11927,standardized_256\battery\battery_353.jpg
battery_354.jpg,battery,8701,standardized_256\battery\battery_354.jpg
battery_355.jpg,battery,11989,standardized_256\battery\battery_355.jpg
battery_356.jpg,battery,8628,standardized_256\battery\battery_356.jpg
battery_357.jpg,battery,22390,standardized_256\battery\battery_357.jpg
battery_358.jpg,battery,29476,standardized_256\battery\battery_358.jpg
battery_359.jpg,battery,10499,standardized_256\battery\battery_359.jpg
battery_36.jpg,battery,11355,standardized_256\battery\battery_36.jpg
battery_360.jpg,battery,11172,standardized_256\battery\battery_360.jpg
battery_361.jpg,battery,14693,standardized_256\battery\battery_361.jpg
battery_362.jpg,battery,13408,standardized_256\battery\battery_362.jpg
battery_363.jpg,battery,20300,standardized_256\battery\battery_363.jpg
battery_364.jpg,battery,12097,standardized_256\battery\battery_364.jpg
battery_365.jpg,battery,36649,standardized_256\battery\battery_365.jpg
battery_366.jpg,battery,10883,standardized_256\battery\battery_366.jpg
battery_367.jpg,battery,11101,standardized_256\battery\battery_367.jpg
battery_368.jpg,battery,19903,standardized_256\battery\battery_368.jpg
battery_369.jpg,battery,22365,standardized_256\battery\battery_369.jpg
battery_37.jpg,battery,23772,standardized_256\battery\battery_37.jpg
battery_370.jpg,battery,14243,standardized_256\battery\battery_370.jpg
battery_371.jpg,battery,17138,standardized_256\battery\battery_371.jpg
battery_372.jpg,battery,15160,standardized_256\battery\battery_372.jpg
battery_373.jpg,battery,17804,standardized_256\battery\battery_373.jpg
battery_374.jpg,battery,11275,standardized_256\battery\battery_374.jpg
battery_375.jpg,battery,17607,standardized_256\battery\battery_375.jpg
battery_376.jpg,battery,11529,standardized_256\battery\battery_376.jpg
battery_377.jpg,battery,24360,standardized_256\battery\battery_377.jpg
battery_378.jpg,battery,16051,standardized_256\battery\battery_378.jpg
battery_379.jpg,battery,15260,standardized_256\battery\battery_379.jpg
battery_38.jpg,battery,9387,standardized_256\battery\battery_38.jpg
battery_380.jpg,battery,5986,standardized_256\battery\battery_380.jpg
battery_381.jpg,battery,12317,standardized_256\battery\battery_381.jpg
battery_382.jpg,battery,8190,standardized_256\battery\battery_382.jpg
battery_383.jpg,battery,21045,standardized_256\battery\battery_383.jpg
battery_384.jpg,battery,12159,standardized_256\battery\battery_384.jpg
